"OID","Country or Area","Year","Description","Magnitude","Value"
"31260K.FZF...","ANGUILLA","2007","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.54237"
"31260K..ZF...","ANGUILLA","2007","SAVINGS RATE","PERCENT PER ANNU","3.61312"
"31260B..ZF...","ANGUILLA","2007","MONEY MARKET RATE","PERCENT PER ANNU","5.23921"
"31260P.FZF...","ANGUILLA","2007","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.6616"
"31260P..ZF...","ANGUILLA","2007","LENDING RATE","PERCENT PER ANNU","9.76156"
"31260...ZF...","ANGUILLA","2007","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31260L.FZF...","ANGUILLA","2007","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.31465"
"31260L..ZF...","ANGUILLA","2007","DEPOSIT RATE","PERCENT PER ANNU","4.69104"
"31260K.FZF...","ANGUILLA","2006","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.54036"
"31260K..ZF...","ANGUILLA","2006","SAVINGS RATE","PERCENT PER ANNU","3.85615"
"31260B..ZF...","ANGUILLA","2006","MONEY MARKET RATE","PERCENT PER ANNU","4.75905"
"31260P.FZF...","ANGUILLA","2006","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.91412"
"31260P..ZF...","ANGUILLA","2006","LENDING RATE","PERCENT PER ANNU","10.0385"
"31260...ZF...","ANGUILLA","2006","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31260L.FZF...","ANGUILLA","2006","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.22445"
"31260L..ZF...","ANGUILLA","2006","DEPOSIT RATE","PERCENT PER ANNU","4.87418"
"31260K.FZF...","ANGUILLA","2005","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.82845"
"31260K..ZF...","ANGUILLA","2005","SAVINGS RATE","PERCENT PER ANNU","3.62722"
"31260B..ZF...","ANGUILLA","2005","MONEY MARKET RATE","PERCENT PER ANNU","4.01398"
"31260P.FZF...","ANGUILLA","2005","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.73868"
"31260P..ZF...","ANGUILLA","2005","LENDING RATE","PERCENT PER ANNU","10.3775"
"31260...ZF...","ANGUILLA","2005","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31260L.FZF...","ANGUILLA","2005","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.19307"
"31260L..ZF...","ANGUILLA","2005","DEPOSIT RATE","PERCENT PER ANNU","4.81148"
"31260K.FZF...","ANGUILLA","2004","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.79596"
"31260K..ZF...","ANGUILLA","2004","SAVINGS RATE","PERCENT PER ANNU","3.81456"
"31260B..ZF...","ANGUILLA","2004","MONEY MARKET RATE","PERCENT PER ANNU","4.6706"
"31260P.FZF...","ANGUILLA","2004","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","10.24"
"31260P..ZF...","ANGUILLA","2004","LENDING RATE","PERCENT PER ANNU","10.9933"
"31260...ZF...","ANGUILLA","2004","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31260L.FZF...","ANGUILLA","2004","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.20983"
"31260L..ZF...","ANGUILLA","2004","DEPOSIT RATE","PERCENT PER ANNU","4.82885"
"31260K.FZF...","ANGUILLA","2003","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","4.64718"
"31260K..ZF...","ANGUILLA","2003","SAVINGS RATE","PERCENT PER ANNU","3.23214"
"31260B..ZF...","ANGUILLA","2003","MONEY MARKET RATE","PERCENT PER ANNU","6.06964"
"31260P.FZF...","ANGUILLA","2003","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","10.846"
"31260P..ZF...","ANGUILLA","2003","LENDING RATE","PERCENT PER ANNU","11.4213"
"31260...ZF...","ANGUILLA","2003","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31260L.FZF...","ANGUILLA","2003","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.74659"
"31260L..ZF...","ANGUILLA","2003","DEPOSIT RATE","PERCENT PER ANNU","4.59049"
"31260K..ZF...","ANGUILLA","2002","SAVINGS RATE","PERCENT PER ANNU","5"
"31260B..ZF...","ANGUILLA","2002","MONEY MARKET RATE","PERCENT PER ANNU","6.31773"
"31260P..ZF...","ANGUILLA","2002","LENDING RATE","PERCENT PER ANNU","10.3467"
"31260...ZF...","ANGUILLA","2002","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7"
"31260L..ZF...","ANGUILLA","2002","DEPOSIT RATE","PERCENT PER ANNU","3.24634"
"31260K..ZF...","ANGUILLA","2001","SAVINGS RATE","PERCENT PER ANNU","5"
"31260B..ZF...","ANGUILLA","2001","MONEY MARKET RATE","PERCENT PER ANNU","5.64049"
"31260P..ZF...","ANGUILLA","2001","LENDING RATE","PERCENT PER ANNU","10.7419"
"31260...ZF...","ANGUILLA","2001","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7"
"31260L..ZF...","ANGUILLA","2001","DEPOSIT RATE","PERCENT PER ANNU","3.54193"
"31260K..ZF...","ANGUILLA","2000","SAVINGS RATE","PERCENT PER ANNU","5"
"31260B..ZF...","ANGUILLA","2000","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","2000","LENDING RATE","PERCENT PER ANNU","11.319"
"31260...ZF...","ANGUILLA","2000","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31260L..ZF...","ANGUILLA","2000","DEPOSIT RATE","PERCENT PER ANNU","3.52002"
"31260K..ZF...","ANGUILLA","1999","SAVINGS RATE","PERCENT PER ANNU","5"
"31260B..ZF...","ANGUILLA","1999","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1999","LENDING RATE","PERCENT PER ANNU","11.3104"
"31260...ZF...","ANGUILLA","1999","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31260L..ZF...","ANGUILLA","1999","DEPOSIT RATE","PERCENT PER ANNU","3.77904"
"31260K..ZF...","ANGUILLA","1998","SAVINGS RATE","PERCENT PER ANNU","5"
"31260B..ZF...","ANGUILLA","1998","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1998","LENDING RATE","PERCENT PER ANNU","11.1554"
"31260...ZF...","ANGUILLA","1998","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31260L..ZF...","ANGUILLA","1998","DEPOSIT RATE","PERCENT PER ANNU","3.78824"
"31260K..ZF...","ANGUILLA","1997","SAVINGS RATE","PERCENT PER ANNU","5"
"31260B..ZF...","ANGUILLA","1997","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1997","LENDING RATE","PERCENT PER ANNU","11.3672"
"31260...ZF...","ANGUILLA","1997","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31260L..ZF...","ANGUILLA","1997","DEPOSIT RATE","PERCENT PER ANNU","3.77157"
"31260K..ZF...","ANGUILLA","1996","SAVINGS RATE","PERCENT PER ANNU","5"
"31260B..ZF...","ANGUILLA","1996","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1996","LENDING RATE","PERCENT PER ANNU","11.9465"
"31260...ZF...","ANGUILLA","1996","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"31260L..ZF...","ANGUILLA","1996","DEPOSIT RATE","PERCENT PER ANNU","3.7375"
"31260K..ZF...","ANGUILLA","1995","SAVINGS RATE","PERCENT PER ANNU","4.95833"
"31260B..ZF...","ANGUILLA","1995","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1995","LENDING RATE","PERCENT PER ANNU","12.6025"
"31260...ZF...","ANGUILLA","1995","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"31260L..ZF...","ANGUILLA","1995","DEPOSIT RATE","PERCENT PER ANNU","3.63763"
"31260K..ZF...","ANGUILLA","1994","SAVINGS RATE","PERCENT PER ANNU","4.60417"
"31260B..ZF...","ANGUILLA","1994","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1994","LENDING RATE","PERCENT PER ANNU","12.8358"
"31260...ZF...","ANGUILLA","1994","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"31260L..ZF...","ANGUILLA","1994","DEPOSIT RATE","PERCENT PER ANNU","3.471"
"31260K..ZF...","ANGUILLA","1993","SAVINGS RATE","PERCENT PER ANNU","5.33333"
"31260B..ZF...","ANGUILLA","1993","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1993","LENDING RATE","PERCENT PER ANNU","8.28914"
"31260L..ZF...","ANGUILLA","1993","DEPOSIT RATE","PERCENT PER ANNU","2.24658"
"31260K..ZF...","ANGUILLA","1992","SAVINGS RATE","PERCENT PER ANNU","6.29167"
"31260B..ZF...","ANGUILLA","1992","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1992","LENDING RATE","PERCENT PER ANNU","4.35643"
"31260L..ZF...","ANGUILLA","1992","DEPOSIT RATE","PERCENT PER ANNU","1.57835"
"31260K..ZF...","ANGUILLA","1991","SAVINGS RATE","PERCENT PER ANNU","7.75"
"31260B..ZF...","ANGUILLA","1991","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1991","LENDING RATE","PERCENT PER ANNU","6.89581"
"31260L..ZF...","ANGUILLA","1991","DEPOSIT RATE","PERCENT PER ANNU","2.71312"
"31260K..ZF...","ANGUILLA","1990","SAVINGS RATE","PERCENT PER ANNU","7.52083"
"31260B..ZF...","ANGUILLA","1990","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1990","LENDING RATE","PERCENT PER ANNU","12"
"31260L..ZF...","ANGUILLA","1990","DEPOSIT RATE","PERCENT PER ANNU","9"
"31260K..ZF...","ANGUILLA","1989","SAVINGS RATE","PERCENT PER ANNU","4"
"31260B..ZF...","ANGUILLA","1989","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1989","LENDING RATE","PERCENT PER ANNU","12"
"31260L..ZF...","ANGUILLA","1989","DEPOSIT RATE","PERCENT PER ANNU","5.75"
"31260K..ZF...","ANGUILLA","1988","SAVINGS RATE","PERCENT PER ANNU","4"
"31260B..ZF...","ANGUILLA","1988","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260P..ZF...","ANGUILLA","1988","LENDING RATE","PERCENT PER ANNU","11.6667"
"31260L..ZF...","ANGUILLA","1988","DEPOSIT RATE","PERCENT PER ANNU","5.75"
"31260B..ZF...","ANGUILLA","1987","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260B..ZF...","ANGUILLA","1986","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31260B..ZF...","ANGUILLA","1985","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160C..ZF...","ANTIGUA AND BARBUDA","2009","TREASURY BILL RATE","PERCENT PER ANNU","6.375"
"31160K.FZF...","ANTIGUA AND BARBUDA","2009","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","4.55342"
"31160K..ZF...","ANTIGUA AND BARBUDA","2009","SAVINGS RATE","PERCENT PER ANNU","3.24051"
"31160B..ZF...","ANTIGUA AND BARBUDA","2009","MONEY MARKET RATE","PERCENT PER ANNU","6.03255"
"31160P.FZF...","ANTIGUA AND BARBUDA","2009","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","6.13887"
"31160P..ZF...","ANTIGUA AND BARBUDA","2009","LENDING RATE","PERCENT PER ANNU","10.0654"
"31160...ZF...","ANTIGUA AND BARBUDA","2009","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31160L.FZF...","ANTIGUA AND BARBUDA","2009","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.18662"
"31160L..ZF...","ANTIGUA AND BARBUDA","2009","DEPOSIT RATE","PERCENT PER ANNU","3.48358"
"31160C..ZF...","ANTIGUA AND BARBUDA","2008","TREASURY BILL RATE","PERCENT PER ANNU","6.015"
"31160K.FZF...","ANTIGUA AND BARBUDA","2008","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","4.06783"
"31160K..ZF...","ANTIGUA AND BARBUDA","2008","SAVINGS RATE","PERCENT PER ANNU","3.32458"
"31160B..ZF...","ANTIGUA AND BARBUDA","2008","MONEY MARKET RATE","PERCENT PER ANNU","4.92167"
"31160P.FZF...","ANTIGUA AND BARBUDA","2008","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","7.63248"
"31160P..ZF...","ANTIGUA AND BARBUDA","2008","LENDING RATE","PERCENT PER ANNU","10.4291"
"31160...ZF...","ANTIGUA AND BARBUDA","2008","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31160L.FZF...","ANTIGUA AND BARBUDA","2008","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","1.79205"
"31160L..ZF...","ANTIGUA AND BARBUDA","2008","DEPOSIT RATE","PERCENT PER ANNU","3.5372"
"31160C..ZF...","ANTIGUA AND BARBUDA","2007","TREASURY BILL RATE","PERCENT PER ANNU","6.33333"
"31160K.FZF...","ANTIGUA AND BARBUDA","2007","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","3.88914"
"31160K..ZF...","ANTIGUA AND BARBUDA","2007","SAVINGS RATE","PERCENT PER ANNU","3.34821"
"31160B..ZF...","ANTIGUA AND BARBUDA","2007","MONEY MARKET RATE","PERCENT PER ANNU","5.23921"
"31160P.FZF...","ANTIGUA AND BARBUDA","2007","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.15439"
"31160P..ZF...","ANTIGUA AND BARBUDA","2007","LENDING RATE","PERCENT PER ANNU","10.4385"
"31160...ZF...","ANTIGUA AND BARBUDA","2007","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31160L.FZF...","ANTIGUA AND BARBUDA","2007","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.7818"
"31160L..ZF...","ANTIGUA AND BARBUDA","2007","DEPOSIT RATE","PERCENT PER ANNU","3.52392"
"31160C..ZF...","ANTIGUA AND BARBUDA","2006","TREASURY BILL RATE","PERCENT PER ANNU","6.52"
"31160K.FZF...","ANTIGUA AND BARBUDA","2006","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","4.45367"
"31160K..ZF...","ANTIGUA AND BARBUDA","2006","SAVINGS RATE","PERCENT PER ANNU","3.28184"
"31160B..ZF...","ANTIGUA AND BARBUDA","2006","MONEY MARKET RATE","PERCENT PER ANNU","4.75905"
"31160P.FZF...","ANTIGUA AND BARBUDA","2006","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","8.87764"
"31160P..ZF...","ANTIGUA AND BARBUDA","2006","LENDING RATE","PERCENT PER ANNU","10.8906"
"31160...ZF...","ANTIGUA AND BARBUDA","2006","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31160L.FZF...","ANTIGUA AND BARBUDA","2006","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.59604"
"31160L..ZF...","ANTIGUA AND BARBUDA","2006","DEPOSIT RATE","PERCENT PER ANNU","3.83456"
"31160C..ZF...","ANTIGUA AND BARBUDA","2005","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K.FZF...","ANTIGUA AND BARBUDA","2005","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","5.14206"
"31160K..ZF...","ANTIGUA AND BARBUDA","2005","SAVINGS RATE","PERCENT PER ANNU","3.35391"
"31160B..ZF...","ANTIGUA AND BARBUDA","2005","MONEY MARKET RATE","PERCENT PER ANNU","4.01398"
"31160P.FZF...","ANTIGUA AND BARBUDA","2005","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","7.89608"
"31160P..ZF...","ANTIGUA AND BARBUDA","2005","LENDING RATE","PERCENT PER ANNU","11.3939"
"31160...ZF...","ANTIGUA AND BARBUDA","2005","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31160L.FZF...","ANTIGUA AND BARBUDA","2005","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.95142"
"31160L..ZF...","ANTIGUA AND BARBUDA","2005","DEPOSIT RATE","PERCENT PER ANNU","3.85811"
"31160C..ZF...","ANTIGUA AND BARBUDA","2004","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K.FZF...","ANTIGUA AND BARBUDA","2004","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","4.76731"
"31160K..ZF...","ANTIGUA AND BARBUDA","2004","SAVINGS RATE","PERCENT PER ANNU","3.43258"
"31160B..ZF...","ANTIGUA AND BARBUDA","2004","MONEY MARKET RATE","PERCENT PER ANNU","4.6706"
"31160P.FZF...","ANTIGUA AND BARBUDA","2004","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","6.54385"
"31160P..ZF...","ANTIGUA AND BARBUDA","2004","LENDING RATE","PERCENT PER ANNU","11.9644"
"31160...ZF...","ANTIGUA AND BARBUDA","2004","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31160L.FZF...","ANTIGUA AND BARBUDA","2004","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.35541"
"31160L..ZF...","ANTIGUA AND BARBUDA","2004","DEPOSIT RATE","PERCENT PER ANNU","4.12193"
"31160C..ZF...","ANTIGUA AND BARBUDA","2003","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K.FZF...","ANTIGUA AND BARBUDA","2003","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","6.98"
"31160K..ZF...","ANTIGUA AND BARBUDA","2003","SAVINGS RATE","PERCENT PER ANNU","3.56265"
"31160B..ZF...","ANTIGUA AND BARBUDA","2003","MONEY MARKET RATE","PERCENT PER ANNU","6.06964"
"31160P.FZF...","ANTIGUA AND BARBUDA","2003","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","8.18"
"31160P..ZF...","ANTIGUA AND BARBUDA","2003","LENDING RATE","PERCENT PER ANNU","12.822"
"31160...ZF...","ANTIGUA AND BARBUDA","2003","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.5"
"31160L.FZF...","ANTIGUA AND BARBUDA","2003","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.44"
"31160L..ZF...","ANTIGUA AND BARBUDA","2003","DEPOSIT RATE","PERCENT PER ANNU","4.857"
"31160C..ZF...","ANTIGUA AND BARBUDA","2002","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","2002","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","2002","MONEY MARKET RATE","PERCENT PER ANNU","6.31773"
"31160P..ZF...","ANTIGUA AND BARBUDA","2002","LENDING RATE","PERCENT PER ANNU","11.3879"
"31160...ZF...","ANTIGUA AND BARBUDA","2002","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7"
"31160L..ZF...","ANTIGUA AND BARBUDA","2002","DEPOSIT RATE","PERCENT PER ANNU","4.36397"
"31160C..ZF...","ANTIGUA AND BARBUDA","2001","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","2001","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","2001","MONEY MARKET RATE","PERCENT PER ANNU","5.64049"
"31160P..ZF...","ANTIGUA AND BARBUDA","2001","LENDING RATE","PERCENT PER ANNU","11.6244"
"31160...ZF...","ANTIGUA AND BARBUDA","2001","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7"
"31160L..ZF...","ANTIGUA AND BARBUDA","2001","DEPOSIT RATE","PERCENT PER ANNU","4.48931"
"31160C..ZF...","ANTIGUA AND BARBUDA","2000","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","2000","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","2000","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","2000","LENDING RATE","PERCENT PER ANNU","12.1716"
"31160...ZF...","ANTIGUA AND BARBUDA","2000","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31160L..ZF...","ANTIGUA AND BARBUDA","2000","DEPOSIT RATE","PERCENT PER ANNU","5.17722"
"31160C..ZF...","ANTIGUA AND BARBUDA","1999","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1999","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","1999","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1999","LENDING RATE","PERCENT PER ANNU","12.0719"
"31160...ZF...","ANTIGUA AND BARBUDA","1999","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31160L..ZF...","ANTIGUA AND BARBUDA","1999","DEPOSIT RATE","PERCENT PER ANNU","4.44955"
"31160C..ZF...","ANTIGUA AND BARBUDA","1998","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1998","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","1998","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1998","LENDING RATE","PERCENT PER ANNU","12.1951"
"31160...ZF...","ANTIGUA AND BARBUDA","1998","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31160L..ZF...","ANTIGUA AND BARBUDA","1998","DEPOSIT RATE","PERCENT PER ANNU","4.34438"
"31160C..ZF...","ANTIGUA AND BARBUDA","1997","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1997","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","1997","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1997","LENDING RATE","PERCENT PER ANNU","11.9826"
"31160...ZF...","ANTIGUA AND BARBUDA","1997","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8"
"31160L..ZF...","ANTIGUA AND BARBUDA","1997","DEPOSIT RATE","PERCENT PER ANNU","4.35611"
"31160C..ZF...","ANTIGUA AND BARBUDA","1996","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1996","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","1996","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1996","LENDING RATE","PERCENT PER ANNU","12.2592"
"31160...ZF...","ANTIGUA AND BARBUDA","1996","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"31160L..ZF...","ANTIGUA AND BARBUDA","1996","DEPOSIT RATE","PERCENT PER ANNU","4.33129"
"31160C..ZF...","ANTIGUA AND BARBUDA","1995","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1995","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","1995","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1995","LENDING RATE","PERCENT PER ANNU","12.6958"
"31160...ZF...","ANTIGUA AND BARBUDA","1995","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"31160L..ZF...","ANTIGUA AND BARBUDA","1995","DEPOSIT RATE","PERCENT PER ANNU","4.02228"
"31160C..ZF...","ANTIGUA AND BARBUDA","1994","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1994","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","1994","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1994","LENDING RATE","PERCENT PER ANNU","13.1468"
"31160...ZF...","ANTIGUA AND BARBUDA","1994","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"31160L..ZF...","ANTIGUA AND BARBUDA","1994","DEPOSIT RATE","PERCENT PER ANNU","4.18785"
"31160C..ZF...","ANTIGUA AND BARBUDA","1993","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1993","SAVINGS RATE","PERCENT PER ANNU","8"
"31160B..ZF...","ANTIGUA AND BARBUDA","1993","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1993","LENDING RATE","PERCENT PER ANNU","12.6759"
"31160L..ZF...","ANTIGUA AND BARBUDA","1993","DEPOSIT RATE","PERCENT PER ANNU","5.00783"
"31160C..ZF...","ANTIGUA AND BARBUDA","1992","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1992","SAVINGS RATE","PERCENT PER ANNU","7.66667"
"31160B..ZF...","ANTIGUA AND BARBUDA","1992","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1992","LENDING RATE","PERCENT PER ANNU","12.7"
"31160L..ZF...","ANTIGUA AND BARBUDA","1992","DEPOSIT RATE","PERCENT PER ANNU","5.75262"
"31160C..ZF...","ANTIGUA AND BARBUDA","1991","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1991","SAVINGS RATE","PERCENT PER ANNU","7.45833"
"31160B..ZF...","ANTIGUA AND BARBUDA","1991","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1991","LENDING RATE","PERCENT PER ANNU","12.65"
"31160L..ZF...","ANTIGUA AND BARBUDA","1991","DEPOSIT RATE","PERCENT PER ANNU","5.99537"
"31160C..ZF...","ANTIGUA AND BARBUDA","1990","TREASURY BILL RATE","PERCENT PER ANNU","7"
"31160K..ZF...","ANTIGUA AND BARBUDA","1990","SAVINGS RATE","PERCENT PER ANNU","5.79167"
"31160B..ZF...","ANTIGUA AND BARBUDA","1990","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"31160P..ZF...","ANTIGUA AND BARBUDA","1990","LENDING RATE","PERCENT PER ANNU","12.6667"
"31160L..ZF...","ANTIGUA AND BARBUDA","1990","DEPOSIT RATE","PERCENT PER ANNU","9"
"31160C..ZF...","ANTIGUA AND BARBUDA","1989","TREASURY BILL RATE","PERCENT PER ANNU","7"
